From	Entry	Transmembrane	Transit peptide
P36152	P36152		
Q8N163	Q8N163		
P47027	P47027		
Q9CAC5	Q9CAC5	TRANSMEM 61..81; /note="Helical; Name=1"; /evidence="ECO:0000255"; TRANSMEM 93..113; /note="Helical; Name=2"; /evidence="ECO:0000255"; TRANSMEM 129..149; /note="Helical; Name=3"; /evidence="ECO:0000255"	TRANSIT 1..46; /note="Chloroplast"; /evidence="ECO:0000255"
Q09902	Q09902		
O19907	O19907		
P22293	P22293		
Q9SLJ2	Q9SLJ2		
P21761	P21761	TRANSMEM 29..51; /note="Helical; Name=1"; /evidence="ECO:0000255"; TRANSMEM 62..83; /note="Helical; Name=2"; /evidence="ECO:0000255"; TRANSMEM 100..121; /note="Helical; Name=3"; /evidence="ECO:0000255"; TRANSMEM 145..168; /note="Helical; Name=4"; /evidence="ECO:0000255"; TRANSMEM 194..215; /note="Helical; Name=5"; /evidence="ECO:0000255"; TRANSMEM 267..288; /note="Helical; Name=6"; /evidence="ECO:0000255"; TRANSMEM 297..319; /note="Helical; Name=7"; /evidence="ECO:0000255"	
Q9S720	Q9S720		TRANSIT 1..26; /note="Chloroplast"; /evidence="ECO:0000255"; TRANSIT 27..80; /note="Thylakoid"; /evidence="ECO:0000269|PubMed:11719511"
Q9N5R9	Q9N5R9		
Q6P5E8	Q6P5E8		
Q9LPZ4	Q9LPZ4		
Q3T0L3	Q3T0L3		TRANSIT 1..8; /note="Mitochondrion"; /evidence="ECO:0000269|PubMed:10593885"
Q9TLU9	Q9TLU9		
Q9S816	Q9S816		
Q09100	Q09100		
Q06211	Q06211		
Q03761	Q03761		
P19212	P19212		
B2RVW2	B2RVW2	TRANSMEM 8..28; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 101..121; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 139..159; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 188..208; /note="Helical"; /evidence="ECO:0000255"	
Q9VXE6	Q9VXE6		
Q00912	Q00912	TRANSMEM 135..155; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 200..220; /note="Helical"; /evidence="ECO:0000255"	TRANSIT 1..20; /note="Mitochondrion"; /evidence="ECO:0000255"
P57728	P57728		
A0A0B4J1F4	A0A0B4J1F4		
O14188	O14188		
Q9M7I9	Q9M7I9	TRANSMEM 84..104; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 120..140; /note="Helical"; /evidence="ECO:0000255"	TRANSIT 1..73; /note="Chloroplast"; /evidence="ECO:0000255"
F4IV16	F4IV16		
Q6ZC03	Q6ZC03		
P54622	P54622		TRANSIT 1..22; /note="Mitochondrion"; /evidence="ECO:0000269|PubMed:7673145"
Q9FFG0	Q9FFG0		
Q8VEK3	Q8VEK3		
Q9FJH5	Q9FJH5		
Q9I9L7	Q9I9L7		
P48331	P48331		
Q04839	Q04839		
F8VPU2	F8VPU2		
Q9W7F2	Q9W7F2		
Q21988	Q21988		
Q9Z311	Q9Z311		TRANSIT 1..53; /note="Mitochondrion"; /evidence="ECO:0000255"
Q62792	Q62792		
Q80TN7	Q80TN7		
Q90578	Q90578		
Q5M775	Q5M775		
Q9JJ28	Q9JJ28		
Q10369	Q10369		
F1MH24	F1MH24		
P39952	P39952	TRANSMEM 119..139; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 200..220; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 240..260; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 276..292; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 298..316; /note="Helical"; /evidence="ECO:0000255"	TRANSIT 1..42; /note="Mitochondrion"; /evidence="ECO:0000269|PubMed:9171337"
Q27368	Q27368		
P47093	P47093		
Q5AJU7	Q5AJU7		
Q9VHJ6	Q9VHJ6		
Q8GWA7	Q8GWA7	TRANSMEM 117..139; /note="Helical"; /evidence="ECO:0000255"	TRANSIT 1..52; /note="Chloroplast"; /evidence="ECO:0000255"
Q8NBA8	Q8NBA8		
Q8K3Y6	Q8K3Y6		
O94522	O94522		
O94875	O94875		
P42731	P42731		
Q5XV40	Q5XV40	TRANSMEM 87..107; /note="Helical"; /evidence="ECO:0000255"	
Q8W5B1	Q8W5B1		
P53437	P53437		
G5EBH1	G5EBH1	TRANSMEM 118..138; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 143..163; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 354..374; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 378..398; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 886..906; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 954..974; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 978..998; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 1006..1026; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 1038..1058; /note="Helical"; /evidence="ECO:0000255"	
Q9CQJ4	Q9CQJ4		
P40387	P40387		
Q9JL04	Q9JL04		
P53068	P53068		
U9W8F2	U9W8F2		
Q9BW66	Q9BW66		
Q94EH2	Q94EH2	TRANSMEM 37..53; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 88..105; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 114..130; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 137..154; /note="Helical"; /evidence="ECO:0000255"	
Q9H7D0	Q9H7D0		
O78501	O78501		
Q9H3Z4	Q9H3Z4		
Q12349	Q12349		TRANSIT 1..32; /note="Mitochondrion"
Q9H3S7	Q9H3S7		
Q58FA4	Q58FA4		
O95104	O95104		
P30429	P30429		
P07266	P07266		
Q7SGU0	Q7SGU0		
Q9VLL3	Q9VLL3		
Q15029	Q15029		
Q9FVV7	Q9FVV7		TRANSIT 1..37; /note="Mitochondrion"; /evidence="ECO:0000255"
Q12530	Q12530	TRANSMEM 86..108; /note="Helical"; /evidence="ECO:0000255"	
Q07534	Q07534	TRANSMEM 14..39; /note="Helical; Name=1"; /evidence="ECO:0000255|HAMAP-Rule:MF_03064"; TRANSMEM 62..88; /note="Helical; Name=2"; /evidence="ECO:0000255|HAMAP-Rule:MF_03064"; TRANSMEM 121..146; /note="Helical; Name=3"; /evidence="ECO:0000255|HAMAP-Rule:MF_03064"; TRANSMEM 174..197; /note="Helical; Name=4"; /evidence="ECO:0000255|HAMAP-Rule:MF_03064"; TRANSMEM 225..251; /note="Helical; Name=5"; /evidence="ECO:0000255|HAMAP-Rule:MF_03064"; TRANSMEM 280..298; /note="Helical; Name=6"; /evidence="ECO:0000255|HAMAP-Rule:MF_03064"	
P0DJH6	P0DJH6		
G5ECN5	G5ECN5		
Q1XDL5	Q1XDL5		
P40565	P40565		
Q4QZZ9	Q4QZZ9		
J3QMI4	J3QMI4	TRANSMEM 17..37; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 50..70; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 108..128; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 178..198; /note="Helical"; /evidence="ECO:0000255"	
P40073	P40073	TRANSMEM 33..53; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 66..86; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 94..114; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 123..143; /note="Helical"; /evidence="ECO:0000255"	
P42159	P42159	TRANSMEM 85..105; /note="Helical"; /evidence="ECO:0000255"	
Q9BUK6	Q9BUK6		
G5DBJ0	G5DBJ0	TRANSMEM 156..176; /note="Helical; Name=1"; /evidence="ECO:0000255"; TRANSMEM 201..221; /note="Helical; Name=2"; /evidence="ECO:0000255"; TRANSMEM 231..251; /note="Helical; Name=3"; /evidence="ECO:0000255"	TRANSIT 1..40; /note="Chloroplast"; /evidence="ECO:0000255"
Q9V9W8	Q9V9W8		
Q99321	Q99321		
Q8LEG1	Q8LEG1		
A1L167	A1L167		
P41991	P41991		
P26755	P26755		
Q09720	Q09720		
Q7SHB2	Q7SHB2		
P14233	P14233		
Q9M8K7	Q9M8K7		
P28370	P28370		
Q9DBD5	Q9DBD5		
Q03771	Q03771		
Q8BHN1	Q8BHN1		
Q42855	Q42855		
Q4QSC8	Q4QSC8		
O13858	O13858		
Q14192	Q14192		
Q3UHA3	Q3UHA3		
P51191	P51191		
Q12066	Q12066	TRANSMEM 145..165; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 252..272; /note="Helical"; /evidence="ECO:0000255"	
P43572	P43572		
P84722	P84722		
P83183	P83183		
O74769	O74769		
P38880	P38880	TRANSMEM 115..135; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 559..578; /note="Helical"; /evidence="ECO:0000255"	TRANSIT 1..47; /note="Mitochondrion"; /evidence="ECO:0000255"
Q8N8R5	Q8N8R5		TRANSIT 1..24; /note="Mitochondrion"; /evidence="ECO:0000255"
Q9CQP8	Q9CQP8		
Q9UTI5	Q9UTI5		
Q9GZS1	Q9GZS1		
Q9ESJ1	Q9ESJ1		
Q9H0H0	Q9H0H0	TRANSMEM 428..444; /note="Helical"; /evidence="ECO:0000255"	
Q09275	Q09275		
Q33884	Q33884	TRANSMEM 44..64; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 143..163; /note="Helical"; /evidence="ECO:0000255"	
Q9P7S9	Q9P7S9		
P28074	P28074		
Q2LCP1	Q2LCP1		
Q2TBI6	Q2TBI6		TRANSIT 1..?; /note="Mitochondrion"; /evidence="ECO:0000255"
Q9I9N6	Q9I9N6		
Q8K4H1	Q8K4H1		
Q8RXD3	Q8RXD3		
P41814	P41814		
H0YL14	H0YL14	TRANSMEM 56..76; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 116..136; /note="Helical"; /evidence="ECO:0000255"	
Q06625	Q06625		
Q9C8J7	Q9C8J7		
B6DMK2	B6DMK2		
Q85G11	Q85G11		
Q9UTM0	Q9UTM0		
Q8WUX2	Q8WUX2		
P36053	P36053		
P18412	P18412		
Q924H7	Q924H7		
P24391	P24391		
Q9LEX1	Q9LEX1	TRANSMEM 1..21; /note="Helical"; /evidence="ECO:0000255"	
Q9JJP2	Q9JJP2		
P34283	P34283		
Q14149	Q14149		
O17386	O17386	TRANSMEM 46..66; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 78..98; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 124..144; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 220..240; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 275..295; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 296..316; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 318..338; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 354..374; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 379..399; /note="Helical"; /evidence="ECO:0000255"	
B8BDQ4	B8BDQ4		
Q8SVD3	Q8SVD3		
Q8BRN9	Q8BRN9		
Q9Y7L4	Q9Y7L4		
Q10332	Q10332		
Q4V5R4	Q4V5R4	TRANSMEM 51..71; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 78..98; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 139..159; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 181..201; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 203..223; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 241..261; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 275..295; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 324..344; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 368..388; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 390..410; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 428..448; /note="Helical"; /evidence="ECO:0000255"	
O94385	O94385	TRANSMEM 80..100; /note="Helical"; /evidence="ECO:0000255"	
Q9P7Z6	Q9P7Z6		
Q7K3D8	Q7K3D8		
Q96330	Q96330		
O94389	O94389		
P61218	P61218		
Q9LW57	Q9LW57		TRANSIT 1..72; /note="Chloroplast"; /evidence="ECO:0000255"
P24813	P24813		
Q53TN4	Q53TN4	TRANSMEM 8..32; /note="Helical; Name=1"; /evidence="ECO:0000269|PubMed:30272000, ECO:0007744|PDB:5ZLE, ECO:0007744|PDB:5ZLG"; TRANSMEM 48..69; /note="Helical; Name=2"; /evidence="ECO:0000269|PubMed:30272000, ECO:0007744|PDB:5ZLE, ECO:0007744|PDB:5ZLG"; TRANSMEM 79..105; /note="Helical; Name=3"; /evidence="ECO:0000269|PubMed:30272000, ECO:0007744|PDB:5ZLE, ECO:0007744|PDB:5ZLG"; TRANSMEM 119..144; /note="Helical; Name=4"; /evidence="ECO:0000269|PubMed:30272000, ECO:0007744|PDB:5ZLE, ECO:0007744|PDB:5ZLG"; TRANSMEM 152..179; /note="Helical; Name=5"; /evidence="ECO:0000269|PubMed:30272000, ECO:0007744|PDB:5ZLE, ECO:0007744|PDB:5ZLG"; TRANSMEM 198..222; /note="Helical; Name=6"; /evidence="ECO:0000269|PubMed:30272000, ECO:0007744|PDB:5ZLE, ECO:0007744|PDB:5ZLG"	
A1A6M1	A1A6M1		TRANSIT 1..40; /note="Chloroplast"; /evidence="ECO:0000255"
E9QAU8	E9QAU8		
P54791	P54791		
D2K8N5	D2K8N5		
Q9ES52	Q9ES52		
Q9LVZ5	Q9LVZ5		TRANSIT 1..49; /note="Chloroplast"; /evidence="ECO:0000255"
Q7SB95	Q7SB95		
Q3TPJ7	Q3TPJ7		
Q02888	Q02888	TRANSMEM 108..127; /note="Helical"; /evidence="ECO:0000255"	TRANSIT 1..45; /note="Mitochondrion"; /evidence="ECO:0000255"
Q6FI81	Q6FI81		
Q96JP5	Q96JP5		
F4J284	F4J284		
Q7Z7G2	Q7Z7G2		
Q5XG73	Q5XG73	TRANSMEM 480..500; /note="Helical"; /evidence="ECO:0000255"	
O13706	O13706		
Q03373	Q03373		
Q91605	Q91605		
P35192	P35192		
Q6TAS3	Q6TAS3		TRANSIT 1..47; /note="Chloroplast"; /evidence="ECO:0000255"
O74835	O74835		
P49164	P49164		
Q8S2G4	Q8S2G4		TRANSIT 1..43; /note="Mitochondrion"; /evidence="ECO:0000255"
P97287	P97287	TRANSMEM 308..330; /note="Helical"; /evidence="ECO:0000255"	
Q96LW4	Q96LW4		
Q9BYN7	Q9BYN7		
O77480	O77480		TRANSIT 1..33; /note="Mitochondrion"; /evidence="ECO:0000305|PubMed:9614118"
P35734	P35734		
Q7S711	Q7S711		
Q9W539	Q9W539		
Q9VN45	Q9VN45		
P12811	P12811		
P19535	P19535	TRANSMEM 317..339; /note="Helical"; /evidence="ECO:0000255"	
Q9VL76	Q9VL76		TRANSIT 1..21; /note="Mitochondrion"; /evidence="ECO:0000305"
Q21738	Q21738		
Q9GRX6	Q9GRX6		TRANSIT 1..26; /note="Mitochondrion"; /evidence="ECO:0000255"
P53067	P53067		
Q9UUH5	Q9UUH5		
P25364	P25364		
P10862	P10862		
P34707	P34707		
Q9URW9	Q9URW9		
P22561	P22561		
Q9STY4	Q9STY4		TRANSIT 1..17; /note="Chloroplast"; /evidence="ECO:0000305"
Q8SWR3	Q8SWR3	TRANSMEM 94..114; /note="Helical; Name=1"; /evidence="ECO:0000255"; TRANSMEM 125..145; /note="Helical; Name=2"; /evidence="ECO:0000255"; TRANSMEM 169..189; /note="Helical; Name=3"; /evidence="ECO:0000255"; TRANSMEM 212..229; /note="Helical; Name=4"; /evidence="ECO:0000255"; TRANSMEM 277..297; /note="Helical; Name=5"; /evidence="ECO:0000255"; TRANSMEM 328..348; /note="Helical; Name=6"; /evidence="ECO:0000255"; TRANSMEM 369..389; /note="Helical; Name=7"; /evidence="ECO:0000255"	
Q96E35	Q96E35		
O15392	O15392		
Q96EA4	Q96EA4		
Q28205	Q28205		
Q6DBN2	Q6DBN2		TRANSIT 1..45; /note="Chloroplast"; /evidence="ECO:0000255"
P06701	P06701		
P51556	P51556		
Q9NX70	Q9NX70		
O94818	O94818		
Q86WR0	Q86WR0	TRANSMEM 67..83; /note="Helical"; /evidence="ECO:0000255"	
P07209	P07209		
P58135	P58135		
Q74ZL3	Q74ZL3		
O60169	O60169		
O42637	O42637		TRANSIT 1..69; /note="Mitochondrion"
O08781	O08781		
Q7Z410	Q7Z410	TRANSMEM 30..50; /note="Helical; Signal-anchor for type II membrane protein"; /evidence="ECO:0000255"	
P36130	P36130		
P40380	P40380		
P31920	P31920		
P32903	P32903	TRANSMEM 3..26; /note="Helical"; /evidence="ECO:0000255"	
Q59NP1	Q59NP1	TRANSMEM 90..110; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 208..228; /note="Helical"; /evidence="ECO:0000255"	
Q9UTL9	Q9UTL9		
Q98TA5	Q98TA5		
F4IN23	F4IN23		
Q0VAA5	Q0VAA5		
P47006	P47006		
Q7L804	Q7L804		
Q5M755	Q5M755		TRANSIT 1..61; /note="Chloroplast"; /evidence="ECO:0000255"
Q1ACG9	Q1ACG9		
O60063	O60063		
Q9UJX3	Q9UJX3		
Q8JHF4	Q8JHF4		
P36525	P36525		TRANSIT 1..21; /note="Mitochondrion"; /evidence="ECO:0000269|PubMed:2060626"
Q4WR83	Q4WR83		
Q85G31	Q85G31		
Q86TG7	Q86TG7		
Q9NUL5	Q9NUL5		
Q9H5V7	Q9H5V7		
P29350	P29350		
P34909	P34909		
Q16853	Q16853	TRANSMEM 6..26; /note="Helical; Signal-anchor for type II membrane protein"; /evidence="ECO:0000255"	
Q9DAT5	Q9DAT5		
A2CI50	A2CI50		
Q9SYQ0	Q9SYQ0		
Q17336	Q17336		
Q9M394	Q9M394		TRANSIT 1..38; /note="Chloroplast"; /evidence="ECO:0000255"
P47050	P47050		
P81450	P81450	TRANSMEM 9..25; /note="Helical"; /evidence="ECO:0000255"	
H2L0H5	H2L0H5		
Q9JIY2	Q9JIY2		
O75004	O75004		
Q9SGY2	Q9SGY2		
Q9Y5Q9	Q9Y5Q9		
O14802	O14802		
P56785	P56785	TRANSMEM 19..39; /note="Helical; Name=1"; /evidence="ECO:0000255"; TRANSMEM 68..88; /note="Helical; Name=2"; /evidence="ECO:0000255"; TRANSMEM 91..111; /note="Helical; Name=3"; /evidence="ECO:0000255"; TRANSMEM 133..153; /note="Helical; Name=4"; /evidence="ECO:0000255"; TRANSMEM 176..196; /note="Helical; Name=5"; /evidence="ECO:0000255"; TRANSMEM 227..247; /note="Helical; Name=6"; /evidence="ECO:0000255"	
P93203	P93203		
P82338	P82338		
Q3UZ39	Q3UZ39		
Q9BWN1	Q9BWN1		
Q90328	Q90328	TRANSMEM 8..32; /note="Helical; Name=1"; /evidence="ECO:0000255"; TRANSMEM 44..69; /note="Helical; Name=2"; /evidence="ECO:0000255"; TRANSMEM 82..103; /note="Helical; Name=3"; /evidence="ECO:0000255"; TRANSMEM 125..149; /note="Helical; Name=4"; /evidence="ECO:0000255"; TRANSMEM 178..202; /note="Helical; Name=5"; /evidence="ECO:0000255"; TRANSMEM 231..256; /note="Helical; Name=6"; /evidence="ECO:0000255"; TRANSMEM 269..295; /note="Helical; Name=7"; /evidence="ECO:0000255"	
Q9M0S5	Q9M0S5		TRANSIT 1..70; /note="Chloroplast"; /evidence="ECO:0000255"
Q6PJT7	Q6PJT7		
Q9SU30	Q9SU30		
Q9VPD5	Q9VPD5		TRANSIT 1..89; /note="Mitochondrion"; /evidence="ECO:0000255"
Q9UTI1	Q9UTI1		
Q9V444	Q9V444		
P32322	P32322		
Q7TNB4	Q7TNB4		
Q9VNB5	Q9VNB5	TRANSMEM 48..68; /note="Helical; Name=1"; /evidence="ECO:0000255"; TRANSMEM 76..96; /note="Helical; Name=2"; /evidence="ECO:0000255"; TRANSMEM 136..156; /note="Helical; Name=3"; /evidence="ECO:0000255"; TRANSMEM 192..212; /note="Helical; Name=4"; /evidence="ECO:0000255"; TRANSMEM 352..372; /note="Helical; Name=5"; /evidence="ECO:0000255"; TRANSMEM 391..411; /note="Helical; Name=6"; /evidence="ECO:0000255"; TRANSMEM 463..483; /note="Helical; Name=7"; /evidence="ECO:0000255"	
Q04891	Q04891		
F4IMQ0	F4IMQ0		
Q5DT39	Q5DT39	TRANSMEM 81..101; /note="Helical; Signal-anchor for type II membrane protein"; /evidence="ECO:0000255"	
Q96FX2	Q96FX2		
Q9SKZ5	Q9SKZ5	TRANSMEM 129..149; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 162..182; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 195..215; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 219..239; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 261..281; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 288..308; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 339..359; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 390..410; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 415..435; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 450..470; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 483..503; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 521..541; /note="Helical"; /evidence="ECO:0000255"	TRANSIT 1..30; /note="Chloroplast"; /evidence="ECO:0000255"
Q10331	Q10331		
Q9UMS0	Q9UMS0		TRANSIT 1..9; /note="Mitochondrion"; /evidence="ECO:0000255"
Q8BY35	Q8BY35		
A6QPQ5	A6QPQ5		TRANSIT 1..50; /note="Mitochondrion"; /evidence="ECO:0000255"
Q0WP44	Q0WP44		
Q4W9R0	Q4W9R0		
O14497	O14497		
Q9NY87	Q9NY87		
Q02685	Q02685		
P82139	P82139		TRANSIT 1..52; /note="Chloroplast"; /evidence="ECO:0000269|PubMed:10874046"
Q7Z3B3	Q7Z3B3		
Q9HFF5	Q9HFF5		
Q12182	Q12182		
O70572	O70572	TRANSMEM 326..346; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 354..374; /note="Helical"; /evidence="ECO:0000255"	
Q96EB1	Q96EB1		
Q9LW29	Q9LW29		
Q0D135	Q0D135	TRANSMEM 23..43; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 67..87; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 98..118; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 131..151; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 160..180; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 194..214; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 286..306; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 326..346; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 353..373; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 385..405; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 458..478; /note="Helical"; /evidence="ECO:0000255"	
Q9QXV1	Q9QXV1		
P0DKM0	P0DKM0	TRANSMEM 47..69; /note="Helical"; /evidence="ECO:0000255"	
Q1XDC5	Q1XDC5		
Q9CWR0	Q9CWR0		
Q70Z53	Q70Z53		
P25626	P25626		TRANSIT 1..16; /note="Mitochondrion"; /evidence="ECO:0000255"
P53136	P53136		
Q5VTB9	Q5VTB9		
Q8SX83	Q8SX83		
P35817	P35817		
Q1MTN7	Q1MTN7		TRANSIT 1..54; /note="Mitochondrion"; /evidence="ECO:0000255"
Q9LZB8	Q9LZB8	TRANSMEM 75..95; /note="Helical"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00441"; TRANSMEM 119..139; /note="Helical"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00441"; TRANSMEM 195..215; /note="Helical"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00441"; TRANSMEM 219..239; /note="Helical"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00441"; TRANSMEM 307..327; /note="Helical"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00441"; TRANSMEM 330..350; /note="Helical"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00441"	TRANSIT 1..51; /note="Chloroplast"; /evidence="ECO:0000255"
Q9Y291	Q9Y291		
Q07053	Q07053		
P53914	P53914		
Q9WV78	Q9WV78	TRANSMEM 27..47; /note="Helical; Signal-anchor for type II membrane protein"; /evidence="ECO:0000255"	
P29344	P29344		TRANSIT 1..41; /note="Chloroplast"; /evidence="ECO:0000269|PubMed:10874039"
Q06524	Q06524		TRANSIT 1..24; /note="Mitochondrion"; /evidence="ECO:0000255"
F4HXU3	F4HXU3		
P07272	P07272		
Q8IVH4	Q8IVH4		TRANSIT 1..65; /note="Mitochondrion"; /evidence="ECO:0000255"
O13727	O13727		
P13346	P13346		
P53148	P53148		
Q8GW29	Q8GW29		
O95163	O95163		
Q9M1I7	Q9M1I7		
P78540	P78540		TRANSIT 1..22; /note="Mitochondrion"; /evidence="ECO:0000255"
O95714	O95714		
Q0WSX8	Q0WSX8	TRANSMEM 195..215; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 223..243; /note="Helical"; /evidence="ECO:0000255"	
Q5Z807	Q5Z807		
Q6PCG6	Q6PCG6	TRANSMEM 138..158; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 163..183; /note="Helical"; /evidence="ECO:0000255"	
Q92629	Q92629	TRANSMEM 36..56; /note="Helical; Signal-anchor for type II membrane protein"; /evidence="ECO:0000255"	
O60832	O60832		
P38228	P38228	TRANSMEM 472..488; /note="Helical"; /evidence="ECO:0000255"	TRANSIT 1..16; /note="Mitochondrion"; /evidence="ECO:0000255"
O60138	O60138		
Q9ERG0	Q9ERG0		
O60381	O60381		
Q156A1	Q156A1		
Q8WYA6	Q8WYA6		
Q7L8L6	Q7L8L6		TRANSIT 1..27; /note="Mitochondrion"; /evidence="ECO:0000255"
P48332	P48332		
P06774	P06774		
P08153	P08153		
Q04264	Q04264		
Q94AT3	Q94AT3		
Q9LVW6	Q9LVW6		TRANSIT 1..32; /note="Chloroplast"; /evidence="ECO:0000255"
Q9BQL6	Q9BQL6		
P38110	P38110		
Q12704	Q12704		
Q69ZK0	Q69ZK0		
P0DO23	P0DO23		
A2IDD5	A2IDD5		
P25459	P25459		
O60185	O60185		
O88286	O88286		
Q942A1	Q942A1		
P27815	P27815		
Q7KN62	Q7KN62		
P53869	P53869		
P16550	P16550		
Q9USY4	Q9USY4		
Q9P7H8	Q9P7H8		
Q12102	Q12102		
Q12974	Q12974		
Q84LK0	Q84LK0		TRANSIT 1..?; /note="Chloroplast and mitochondrion"; /evidence="ECO:0000255"
Q90ZF9	Q90ZF9		
Q9UTD5	Q9UTD5		
P31916	P31916		
Q9FXT6	Q9FXT6	TRANSMEM 153..173; /note="Helical"; /evidence="ECO:0000255"	
Q5PP51	Q5PP51		
O13982	O13982		
Q9P2Y4	Q9P2Y4		
Q9M5P3	Q9M5P3	TRANSMEM 135..157; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 177..197; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 207..227; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 260..280; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 286..306; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 322..342; /note="Helical"; /evidence="ECO:0000255"	
P70444	P70444		
Q9UW82	Q9UW82	TRANSMEM 7..29; /note="Helical"; /evidence="ECO:0000255"	
Q5HYI7	Q5HYI7		
P07666	P07666		
B1AWL2	B1AWL2		
P33447	P33447		
O14122	O14122		
P00319	P00319		
P36517	P36517		TRANSIT 1..14; /note="Mitochondrion"; /evidence="ECO:0000269|PubMed:3060376"
O14336	O14336		
Q9FLD5	Q9FLD5	TRANSMEM 7..24; /note="Helical"; /evidence="ECO:0000255"	
P57742	P57742		
Q9M2V1	Q9M2V1		
